"시도별","시점","15세이상인구[천명]","경제활동인구[천명]","취업자[천명]","실업자[천명]","비경제활동인구[천명]","경제활동참가율[%]","실업률[%]","고용률[%]","15-64세 고용률[%]",
"전라북도","2009.05 월","1455.1","877","858.9","18.1","578.1","60.3","2.1","59","63.1",
"전라북도","2009.06 월","1456.3","885.4","866.1","19.3","570.8","60.8","2.2","59.5","63.2",
"전라북도","2009.07 월","1457.6","877.4","859.8","17.6","580.1","60.2","2","59","63.1",
"전라북도","2009.08 월","1458.9","874.8","855.8","19","584.1","60","2.2","58.7","62.7",
"전라북도","2009.09 월","1460","883.5","866","17.5","576.5","60.5","2","59.3","63.3",
"전라북도","2009.10 월","1461.1","871.3","857.5","13.8","589.8","59.6","1.6","58.7","62.3",
"전라북도","2009.11 월","1462.3","862.9","849.2","13.7","599.4","59","1.6","58.1","62.8",
"전라북도","2009.12 월","1463.5","818.8","806.6","12.2","644.7","55.9","1.5","55.1","60.7",
"전라북도","2010.01 월","1466","804.3","782.7","21.5","661.7","54.9","2.7","53.4","59.5",
"전라북도","2010.02 월","1467","815.6","791.3","24.2","651.5","55.6","3","53.9","60.3",
"전라북도","2010.03 월","1468.1","845.3","821.5","23.8","622.8","57.6","2.8","56","61.1",
"전라북도","2010.04 월","1469.2","866.7","848.8","18","602.4","59","2.1","57.8","62.3",
"전라북도","2010.05 월","1470.6","891.6","875.3","16.3","579","60.6","1.8","59.5","63.5",
"전라북도","2010.06 월","1471.8","896","877.2","18.8","575.8","60.9","2.1","59.6","63.4",
"전라북도","2010.07 월","1473.6","882.7","863","19.8","590.8","59.9","2.2","58.6","62.6",
"전라북도","2010.08 월","1475.3","865","850.3","14.6","610.4","58.6","1.7","57.6","61.7",
"전라북도","2010.09 월","1476.9","869.4","850.9","18.4","607.5","58.9","2.1","57.6","61.5",
"전라북도","2010.10 월","1478.5","878.8","860.3","18.5","599.8","59.4","2.1","58.2","62.3",
"전라북도","2010.11 월","1480.4","860.1","844.5","15.5","620.4","58.1","1.8","57","61.9",
"전라북도","2010.12 월","1482.6","828","806.2","21.8","654.6","55.8","2.6","54.4","59.7",
"전라북도","2011.01 월","1488.2","806.8","781.6","25.2","681.4","54.2","3.1","52.5","58.3",
"전라북도","2011.02 월","1489.9","826.1","790.1","36","663.8","55.4","4.4","53","58.5",
"전라북도","2011.03 월","1491.6","859","835.8","23.2","632.6","57.6","2.7","56","60.9",
"전라북도","2011.04 월","1493.2","891.9","874.2","17.7","601.3","59.7","2","58.5","62.7",
"전라북도","2011.05 월","1495.3","907.2","889.7","17.5","588.1","60.7","1.9","59.5","63.6",
"전라북도","2011.06 월","1496.7","916.3","892.5","23.7","580.5","61.2","2.6","59.6","63.7",
"전라북도","2011.07 월","1498.4","900.7","879.4","21.3","597.7","60.1","2.4","58.7","62.9",
"전라북도","2011.08 월","1499.8","901.8","884.8","17","598","60.1","1.9","59","63",
"전라북도","2011.09 월","1500.9","903.9","887.1","16.7","597","60.2","1.8","59.1","63.4",
"전라북도","2011.10 월","1502.2","915.1","895.7","19.5","587","60.9","2.1","59.6","63.8",
"전라북도","2011.11 월","1503.8","903","888.2","14.8","600.8","60","1.6","59.1","63.8",
"전라북도","2011.12 월","1506.3","855.8","842.2","13.6","650.6","56.8","1.6","55.9","61.9",
"전라북도","2012.01 월","1507.3","815.1","797.2","17.8","692.2","54.1","2.2","52.9","59.4",
"전라북도","2012.02 월","1508.7","824.9","803","21.9","683.9","54.7","2.7","53.2","59.6",
"전라북도","2012.03 월","1510.1","872.8","844.4","28.4","637.3","57.8","3.3","55.9","61.2",
"전라북도","2012.04 월","1511.3","898.9","874.9","24","612.4","59.5","2.7","57.9","62.1",
"전라북도","2012.05 월","1513","921.6","902","19.6","591.4","60.9","2.1","59.6","63.7",
"전라북도","2012.06 월","1514","916.5","900.5","16","597.6","60.5","1.7","59.5","63.4",
"전라북도","2012.07 월","1515.3","912.7","894.4","18.3","602.6","60.2","2","59","63.3",
"전라북도","2012.08 월","1516.2","910.1","895.8","14.3","606.1","60","1.6","59.1","63.6",
"전라북도","2012.09 월","1517","917.2","906.6","10.6","599.8","60.5","1.2","59.8","64.2",
"전라북도","2012.10 월","1517.8","915.7","901.5","14.3","602.1","60.3","1.6","59.4","64.1",
"전라북도","2012.11 월","1519","901.8","887.9","13.9","617.2","59.4","1.5","58.5","63.6",
"전라북도","2012.12 월","1521.1","864.8","848.9","15.9","656.3","56.9","1.8","55.8","61.8",
"전라북도","2013.01 월","1521.7","850.3","829.3","21","671.4","55.9","2.5","54.5","61.1",
"전라북도","2013.02 월","1523","860","833.1","26.9","663","56.5","3.1","54.7","61.2",
"전라북도","2013.03 월","1523.8","883.9","864.5","19.4","639.8","58","2.2","56.7","62",
"전라북도","2013.04 월","1524.7","918.5","898.6","19.9","606.3","60.2","2.2","58.9","63.8",
"전라북도","2013.05 월","1525.8","944.2","930.2","13.9","581.7","61.9","1.5","61","65.9",
"전라북도","2013.06 월","1527.1","946","922.3","23.7","581.1","61.9","2.5","60.4","65.5",
"전라북도","2013.07 월","1528.4","948.4","930.6","17.9","579.9","62.1","1.9","60.9","66.2",
"전라북도","2013.08 월","1529.8","932.2","914.9","17.3","597.6","60.9","1.9","59.8","64.7",
"전라북도","2013.09 월","1531.3","936.5","920.4","16.1","594.8","61.2","1.7","60.1","64.8",
"전라북도","2013.10 월","1532.7","937.1","923.3","13.7","595.7","61.1","1.5","60.2","64.8",
"전라북도","2013.11 월","1534.3","924.5","914.8","9.8","609.8","60.3","1.1","59.6","64.4",
"전라북도","2013.12 월","1535.8","877.4","861.6","15.8","658.4","57.1","1.8","56.1","62.6",
"전라북도","2014.01 월","1537.1","853.7","839","14.7","683.4","55.5","1.7","54.6","61.5",
"전라북도","2014.02 월","1538.7","876.4","839.1","37.3","662.2","57","4.3","54.5","61.3",
"전라북도","2014.03 월","1540.1","891","866.7","24.3","649","57.9","2.7","56.3","62.1",
"전라북도","2014.04 월","1541.5","929.4","907","22.4","612.1","60.3","2.4","58.8","63.9",
"전라북도","2014.05 월","1543","947.9","927.6","20.3","595.1","61.4","2.1","60.1","64.6",
"전라북도","2014.06 월","1544.4","947.5","923.9","23.6","596.9","61.4","2.5","59.8","64.3",
"전라북도","2014.07 월","1545.7","935.9","916.3","19.6","609.8","60.5","2.1","59.3","63.9",
"전라북도","2014.08 월","1547","937.1","916.6","20.5","609.9","60.6","2.2","59.3","63.8",
"전라북도","2014.09 월","1548.2","944.4","923","21.4","603.8","61","2.3","59.6","64.1",
"전라북도","2014.10 월","1549.2","961.4","937.8","23.6","587.9","62.1","2.5","60.5","65.2",
"전라북도","2014.11 월","1550.5","960.8","932.2","28.5","589.7","62","3","60.1","64.7",
"전라북도","2014.12 월","1551.7","895.4","877.3","18.1","656.2","57.7","2","56.5","62.8",
"전라북도","2015.01 월","1552.9","880.7","862.9","17.8","672.2","56.7","2","55.6","62.2",
"전라북도","2015.02 월","1554.2","895.7","873.9","21.8","658.5","57.6","2.4","56.2","62.8",
"전라북도","2015.03 월","1555.4","912","897.7","14.4","643.3","58.6","1.6","57.7","63.2",
"전라북도","2015.04 월","1556.7","946.7","927.7","19","610","60.8","2","59.6","64.6",
"전라북도","2015.05 월","1557.9","966.6","948.8","17.8","591.3","62","1.8","60.9","65.9",
"전라북도","2015.06 월","1559.1","955.6","942.1","13.5","603.6","61.3","1.4","60.4","65.3",
"전라북도","2015.07 월","1560.1","959.1","943.8","15.3","601","61.5","1.6","60.5","65.3",
"전라북도","2015.08 월","1560.9","958.7","943.2","15.5","602.2","61.4","1.6","60.4","65.4",
"전라북도","2015.09 월","1561.7","961.5","950.8","10.8","600.2","61.6","1.1","60.9","65.7",
"전라북도","2015.10 월","1562.4","962.2","946.1","16.1","600.2","61.6","1.7","60.6","65.6",
"전라북도","2015.11 월","1563.1","949.3","936","13.3","613.8","60.7","1.4","59.9","65.2",
"전라북도","2015.12 월","1563.9","911","894.7","16.3","652.9","58.3","1.8","57.2","63.5",
"전라북도","2016.01 월","1565.3","894.1","876.8","17.4","671.1","57.1","1.9","56","62.7",
"전라북도","2016.02 월","1566.1","914.8","884.1","30.7","651.3","58.4","3.4","56.5","63.3",
"전라북도","2016.03 월","1567","948.2","922.2","26","618.8","60.5","2.7","58.9","64.7",
"전라북도","2016.04 월","1567.8","975.6","948.9","26.8","592.1","62.2","2.7","60.5","66",
"전라북도","2016.05 월","1568.7","981.7","958.6","23.1","587","62.6","2.4","61.1","66.2",
"전라북도","2016.06 월","1569.4","987.2","964.3","22.9","582.1","62.9","2.3","61.4","66",
"전라북도","2016.07 월","1569.7","974.8","962.5","12.2","594.9","62.1","1.3","61.3","66.2",
"전라북도","2016.08 월","1569.8","982.1","969.6","12.5","587.7","62.6","1.3","61.8","66.8",
"전라북도","2016.09 월","1569.9","983","970.4","12.6","586.9","62.6","1.3","61.8","66.9",
"전라북도","2016.10 월","1570","977.1","965.7","11.4","592.8","62.2","1.2","61.5","66.4",
"전라북도","2016.11 월","1570.1","967.5","950","17.5","602.5","61.6","1.8","60.5","65.6",
"전라북도","2016.12 월","1570.2","933.4","910","23.4","636.7","59.4","2.5","58","64.8",
"전라북도","2017.01 월","1570.6","912.9","889.5","23.4","657.6","58.1","2.6","56.6","63.8",
"전라북도","2017.02 월","1570.7","920.4","877.8","42.7","650.3","58.6","4.6","55.9","62.6",
"전라북도","2017.03 월","1570.9","950.2","914","36.2","620.6","60.5","3.8","58.2","64.1",
"전라북도","2017.04 월","1570.9","964.2","935.9","28.3","606.8","61.4","2.9","59.6","65.1",
"전라북도","2017.05 월","1571.2","968.9","943.6","25.3","602.2","61.7","2.6","60.1","65.6",
"전라북도","2017.06 월","1571.2","958.8","934.8","24","612.3","61","2.5","59.5","64.9",
"전라북도","2017.07 월","1571.1","948","932.6","15.4","623.1","60.3","1.6","59.4","64.9",
"전라북도","2017.08 월","1571.1","943.8","923.1","20.6","627.3","60.1","2.2","58.8","64",
"전라북도","2017.09 월","1570.9","953.8","937.9","15.9","617.2","60.7","1.7","59.7","65",
"전라북도","2017.10 월","1571.1","949.5","935","14.5","621.6","60.4","1.5","59.5","64.7",
"전라북도","2017.11 월","1571.2","950.1","933.5","16.7","621.1","60.5","1.8","59.4","64.7",
"전라북도","2017.12 월","1571.1","910.8","889.8","21","660.3","58","2.3","56.6","63.3",
"전라북도","2018.01 월","1570.6","890","870.4","19.6","680.6","56.7","2.2","55.4","62.5",
"전라북도","2018.02 월","1570.3","915","880.8","34.2","655.4","58.3","3.7","56.1","63.3",
"전라북도","2018.03 월","1569.6","931.9","900.6","31.3","637.7","59.4","3.4","57.4","63.6",
"전라북도","2018.04 월","1569.4","951","920.7","30.3","618.4","60.6","3.2","58.7","64.1",
"전라북도","2018.05 월","1569.1","961","930.1","30.9","608.2","61.2","3.2","59.3","64.2",
"전라북도","2018.06 월","1568.9","953.9","928.5","25.4","614.9","60.8","2.7","59.2","64",
"전라북도","2018.07 월","1568.5","948","926.9","21.1","620.5","60.4","2.2","59.1","64.1",
"전라북도","2018.08 월","1568.2","940.9","916.3","24.6","627.2","60","2.6","58.4","63.3",
"전라북도","2018.09 월","1567.8","951.5","930.4","21.1","616.3","60.7","2.2","59.3","64.2",
"전라북도","2018.10 월","1567.5","951","933.4","17.7","616.4","60.7","1.9","59.5","64.5",
"전라북도","2018.11 월","1567","950.4","929","21.4","616.6","60.7","2.3","59.3","64.4",
"전라북도","2018.12 월","1566.9","935.1","907.1","27.9","631.8","59.7","3","57.9","64.1",
"전라북도","2019.01 월","1565.3","929.7","894.3","35.5","635.6","59.4","3.8","57.1","63.8",
"전라북도","2019.02 월","1565.8","931.7","901.8","29.9","634","59.5","3.2","57.6","63.4",
"전라북도","2019.03 월","1565","939.2","910.9","28.3","625.8","60","3","58.2","63.6",
"전라북도","2019.04 월","1564.5","961.1","932.5","28.5","603.4","61.4","3","59.6","64.6",
"전라북도","2019.05 월","1563.4","966","942.7","23.2","597.4","61.8","2.4","60.3","65.1",
"전라북도","2019.06 월","1562.9","968.8","943.9","24.8","594.2","62","2.6","60.4","65.2",
"전라북도","2019.07 월","1562.7","964.4","940.6","23.8","598.3","61.7","2.5","60.2","65.1",
"전라북도","2019.08 월","1561.8","949.2","926.8","22.4","612.5","60.8","2.4","59.3","64",
"전라북도","2019.09 월","1561.2","956.7","933.4","23.3","604.5","61.3","2.4","59.8","64.4",
"전라북도","2019.10 월","1560.7","961.4","933.1","28.3","599.3","61.6","2.9","59.8","64.3",
"전라북도","2019.11 월","1560.1","962.5","942.1","20.4","597.6","61.7","2.1","60.4","65",
"전라북도","2019.12 월","1559.8","947.2","927.2","19.9","612.7","60.7","2.1","59.4","64.9",
"전라북도","2020.01 월","1558.6","932","907.1","24.9","626.7","59.8","2.7","58.2","63.9",
"전라북도","2020.02 월","1558.4","931.4","904.4","26.9","627","59.8","2.9","58","63.2",
"전라북도","2020.03 월","1557.5","932.5","907","25.4","625","59.9","2.7","58.2","62.9",
"전라북도","2020.04 월","1556.6","937.7","913.2","24.5","618.9","60.2","2.6","58.7","62.9",
"전라북도","2020.05 월","1556.3","961.9","930.6","31.3","594.4","61.8","3.3","59.8","63.6",
"전라북도","2020.06 월","1555.6","969.5","943.8","25.7","586.1","62.3","2.7","60.7","64.7",
"전라북도","2020.07 월","1555","966.9","946.3","20.6","588.1","62.2","2.1","60.9","65.1",
"전라북도","2020.08 월","1554.3","958.1","942.5","15.5","596.3","61.6","1.6","60.6","65.1",
"전라북도","2020.09 월","1553.6","970.3","950.8","19.5","583.4","62.5","2","61.2","65.6",
"전라북도","2020.10 월","1553.2","977.7","956.1","21.6","575.5","62.9","2.2","61.6","66.1",
"전라북도","2020.11 월","1552.9","980.2","966.3","13.9","572.7","63.1","1.4","62.2","67.1",
"전라북도","2020.12 월","1552.8","951.2","917.1","34.1","601.6","61.3","3.6","59.1","65.3",
"전라북도","2021.01 월","1554.2","932.2","892.5","39.7","622","60","4.3","57.4","64.7",
"전라북도","2021.02 월","1554.5","950.1","928.4","21.7","604.4","61.1","2.3","59.7","64.9",
"전라북도","2021.03 월","1554.9","966.1","947.1","19","588.8","62.1","2","60.9","65.8",
"전라북도","2021.04 월","1555.3","970.9","948.1","22.8","584.3","62.4","2.3","61","65.4",
"전라북도","2021.05 월","1555.7","982.1","961.3","20.8","573.6","63.1","2.1","61.8","65.8",
"전라북도","2021.06 월","1556","999.1","977.4","21.6","557","64.2","2.2","62.8","66.9",
"전라북도","2021.07 월","1556","989.7","970.5","19.1","566.3","63.6","1.9","62.4","66.5",
"전라북도","2021.08 월","1555.6","984.5","968.6","15.9","571.1","63.3","1.6","62.3","66.4",
"전라북도","2021.09 월","1555.5","984.2","970","14.2","571.4","63.3","1.4","62.4","66.6",
"전라북도","2021.10 월","1555.5","987","971.9","15.1","568.5","63.5","1.5","62.5","66.9",
"전라북도","2021.11 월","1555.9","979.2","969.7","9.5","576.7","62.9","1","62.3","67",
"전라북도","2021.12 월","1555.9","960.9","924.4","36.5","595","61.8","3.8","59.4","66.1",
"전라북도","2022.01 월","1556.1","958.3","922.6","35.6","597.9","61.6","3.7","59.3","65.6",
"전라북도","2022.02 월","1556.4","958.3","933.1","25.1","598.2","61.6","2.6","60","65.1",
"전라북도","2022.03 월","1556.5","971.1","946.9","24.2","585.5","62.4","2.5","60.8","65.5",
"전라북도","2022.04 월","1556.9","1001.3","975.9","25.3","555.6","64.3","2.5","62.7","66.8",
"전라북도","2022.05 월","1557.2","1013.9","991","22.9","543.3","65.1","2.3","63.6","67.8",
"전라북도","2022.06 월","1557.2","1016.6","990","26.6","540.6","65.3","2.6","63.6","67.7",
"전라북도","2022.07 월","1556.7","1021.8","1004.7","17.1","534.9","65.6","1.7","64.5","68.6",
"전라북도","2022.08 월","1556.4","1001.1","983.8","17.3","555.3","64.3","1.7","63.2","67.2",
"전라북도","2022.09 월","1556","1000.6","984.6","16.1","555.4","64.3","1.6","63.3","67.4",
"전라남도","1999.06 월","1593","1033","991","42","560","64.8","4.1","62.2","65.2",
"전라남도","1999.07 월","1593","1019","977","43","574","64","4.2","61.3","64.2",
"전라남도","1999.08 월","1592","1024","984","40","568","64.3","3.9","61.8","64.7",
"전라남도","1999.09 월","1591","1038","998","40","553","65.2","3.9","62.7","65.9",
"전라남도","1999.10 월","1590","1051","1018","33","538","66.1","3.1","64","67.1",
"전라남도","1999.11 월","1588","1039","1002","38","549","65.4","3.7","63.1","66.1",
"전라남도","1999.12 월","1588","1017","976","41","570","64","4","61.5","64.8",
"전라남도","2000.01 월","1588.8","1003","967.7","35.3","585.7","63.1","3.5","60.9","64.5",
"전라남도","2000.02 월","1587.6","1002.3","960.7","41.6","585.3","63.1","4.2","60.5","64.1",
"전라남도","2000.03 월","1586.5","1019.7","984.7","35","566.8","64.3","3.4","62.1","65.4",
"전라남도","2000.04 월","1585.6","1025.6","995.5","30.1","560","64.7","2.9","62.8","65.9",
"전라남도","2000.05 월","1585","1031.1","997","34.1","553.9","65.1","3.3","62.9","66",
"전라남도","2000.06 월","1584.3","1027.6","998.5","29","556.7","64.9","2.8","63","66",
"전라남도","2000.07 월","1580.9","1019.1","986.9","32.2","561.8","64.5","3.2","62.4","65.4",
"전라남도","2000.08 월","1579.8","1005.1","969","36.2","574.6","63.6","3.6","61.3","64",
"전라남도","2000.09 월","1578.6","1014.7","982.4","32.3","563.9","64.3","3.2","62.2","65.3",
"전라남도","2000.10 월","1577.2","1015.1","986.8","28.4","562.1","64.4","2.8","62.6","65.7",
"전라남도","2000.11 월","1575.7","1010","979.9","30.1","565.7","64.1","3","62.2","65.5",
"전라남도","2000.12 월","1574.5","992.8","959.9","32.9","581.7","63.1","3.3","61","64.2",
"전라남도","2001.01 월","1574.5","987","950.1","36.9","587.6","62.7","3.7","60.3","63.6",
"전라남도","2001.02 월","1572.8","980.7","940.4","40.3","592.1","62.4","4.1","59.8","63.3",
"전라남도","2001.03 월","1571","1002","966.8","35.2","569","63.8","3.5","61.5","64.8",
"전라남도","2001.04 월","1569.1","1022.2","991.1","31.1","546.9","65.1","3","63.2","66.2",
"전라남도","2001.05 월","1567.6","1031.9","1002.7","29.2","535.6","65.8","2.8","64","66.9",
"전라남도","2001.06 월","1566.2","1035.3","1003.7","31.6","530.9","66.1","3.1","64.1","66.7",
"전라남도","2001.07 월","1564.4","1025.8","996.1","29.7","538.6","65.6","2.9","63.7","66.7",
"전라남도","2001.08 월","1562","1013.3","981","32.3","548.7","64.9","3.2","62.8","65.7",
"전라남도","2001.09 월","1559.3","1028.4","1001.4","26.9","530.9","66","2.6","64.2","67.4",
"전라남도","2001.10 월","1556.7","1028.1","1002.1","26","528.6","66","2.5","64.4","67.1",
"전라남도","2001.11 월","1554.3","1015.5","991.4","24.1","538.8","65.3","2.4","63.8","66.5",
"전라남도","2001.12 월","1551.6","997","970.6","26.4","554.5","64.3","2.6","62.6","65.4",
"전라남도","2002.01 월","1549.3","983.1","958.5","24.5","566.3","63.5","2.5","61.9","64.8",
"전라남도","2002.02 월","1546.8","1001.4","978.5","22.9","545.5","64.7","2.3","63.3","66.6",
"전라남도","2002.03 월","1544.2","1009.7","982","27.6","534.5","65.4","2.7","63.6","66.6",
"전라남도","2002.04 월","1541.5","1020.9","996.7","24.2","520.6","66.2","2.4","64.7","67.9",
"전라남도","2002.05 월","1539","1021.3","996.9","24.4","517.7","66.4","2.4","64.8","68",
"전라남도","2002.06 월","1536.4","1024.3","1001.2","23.2","512.1","66.7","2.3","65.2","68.3",
"전라남도","2002.07 월","1534.1","1022.5","995.2","27.2","511.6","66.7","2.7","64.9","67.9",
"전라남도","2002.08 월","1531.8","1007.6","982","25.6","524.2","65.8","2.5","64.1","67.1",
"전라남도","2002.09 월","1529.4","1010.2","990","20.2","519.2","66.1","2","64.7","67.7",
"전라남도","2002.10 월","1527.3","1011.3","992.3","19","516.1","66.2","1.9","65","68",
"전라남도","2002.11 월","1524.7","1005.8","987.5","18.3","519","66","1.8","64.8","67.6",
"전라남도","2002.12 월","1522.5","1006.6","988.8","17.8","515.9","66.1","1.8","64.9","67.8",
"전라남도","2003.01 월","1520.2","993.9","970.3","23.5","526.3","65.4","2.4","63.8","67.4",
"전라남도","2003.02 월","1518.1","986.7","959.9","26.7","531.4","65","2.7","63.2","67.2",
"전라남도","2003.03 월","1515.8","995.7","964.5","31.2","520.2","65.7","3.1","63.6","67.5",
"전라남도","2003.04 월","1513.8","993.6","968.3","25.3","520.1","65.6","2.5","64","67.5",
"전라남도","2003.05 월","1511.8","999.3","975.8","23.6","512.5","66.1","2.4","64.5","68.1",
"전라남도","2003.06 월","1509.4","1006","982.3","23.7","503.3","66.6","2.4","65.1","68.8",
"전라남도","2003.07 월","1507.2","994.2","973.5","20.7","513","66","2.1","64.6","68.5",
"전라남도","2003.08 월","1504.5","988.8","966.4","22.4","515.7","65.7","2.3","64.2","68.1",
"전라남도","2003.09 월","1502","985.3","964.3","21.1","516.7","65.6","2.1","64.2","68",
"전라남도","2003.10 월","1499.5","993.4","974.8","18.6","506.2","66.2","1.9","65","68.9",
"전라남도","2003.11 월","1496.9","992.7","974.6","18.1","504.2","66.3","1.8","65.1","69.1",
"전라남도","2003.12 월","1494.4","971.8","950.6","21.2","522.6","65","2.2","63.6","67.8",
"전라남도","2004.01 월","1492.3","966.3","941.2","25.1","526","64.8","2.6","63.1","67.3",
"전라남도","2004.02 월","1489.8","964","939","25","525.8","64.7","2.6","63","67.2",
"전라남도","2004.03 월","1487.2","968.8","944.8","24","518.4","65.1","2.5","63.5","67.7",
"전라남도","2004.04 월","1484.6","966.1","942.4","23.6","518.5","65.1","2.4","63.5","67.8",
"전라남도","2004.05 월","1482","975.3","953.9","21.5","506.7","65.8","2.2","64.4","68.9",
"전라남도","2004.06 월","1479.6","980.2","956.7","23.5","499.4","66.2","2.4","64.7","69",
"전라남도","2004.07 월","1478","976","952","24","502","66","2.5","64.4","68.9",
"전라남도","2004.08 월","1476.7","960.5","932.1","28.4","516.1","65","3","63.1","67.2",
"전라남도","2004.09 월","1475.3","978.4","955.2","23.3","496.9","66.3","2.4","64.7","69",
"전라남도","2004.10 월","1473.9","980.8","963.6","17.3","493.1","66.5","1.8","65.4","69.5",
"전라남도","2004.11 월","1472.3","985.6","964.3","21.2","486.7","66.9","2.2","65.5","69.9",
"전라남도","2004.12 월","1470.6","974.2","947.8","26.4","496.5","66.2","2.7","64.4","69.2",
"전라남도","2005.01 월","1469.1","961.1","936.2","24.9","507.9","65.4","2.6","63.7","68.4",
"전라남도","2005.02 월","1467.8","954","930.4","23.6","513.8","65","2.5","63.4","67.8",
"전라남도","2005.03 월","1466.4","961.6","938.8","22.8","504.8","65.6","2.4","64","68.6",
"전라남도","2005.04 월","1464.9","967.3","943","24.4","497.6","66","2.5","64.4","68.7",
"전라남도","2005.05 월","1463.5","967","945.3","21.7","496.5","66.1","2.2","64.6","68.9",
"전라남도","2005.06 월","1462.2","981.9","959.2","22.7","480.3","67.2","2.3","65.6","69.9",
"전라남도","2005.07 월","1461.2","968.8","944.7","24.1","492.4","66.3","2.5","64.7","69.3",
"전라남도","2005.08 월","1460.6","937.9","917.3","20.6","522.7","64.2","2.2","62.8","67.8",
"전라남도","2005.09 월","1460.2","958.1","937.2","21","502.1","65.6","2.2","64.2","69.4",
"전라남도","2005.10 월","1459.7","967.1","946.1","21.1","492.5","66.3","2.2","64.8","69.9",
"전라남도","2005.11 월","1459.2","963.2","945.4","17.8","496","66","1.8","64.8","69.9",
"전라남도","2005.12 월","1458.5","943.1","924.6","18.5","515.4","64.7","2","63.4","68.4",
"전라남도","2006.01 월","1466.2","936.1","919.8","16.3","530.1","63.8","1.7","62.7","67.7",
"전라남도","2006.02 월","1465.6","922.5","904.3","18.3","543.1","62.9","2","61.7","66.5",
"전라남도","2006.03 월","1465","940.6","925.6","15","524.4","64.2","1.6","63.2","67.9",
"전라남도","2006.04 월","1464.6","949.9","934","15.8","514.8","64.9","1.7","63.8","68.6",
"전라남도","2006.05 월","1464.4","957.6","941.5","16.2","506.7","65.4","1.7","64.3","69.6",
"전라남도","2006.06 월","1464.1","965.6","950.5","15.1","498.6","66","1.6","64.9","69.8",
"전라남도","2006.07 월","1463.6","957.2","937.4","19.8","506.5","65.4","2.1","64","68.8",
"전라남도","2006.08 월","1463","953.2","934.7","18.5","509.8","65.2","1.9","63.9","68.8",
"전라남도","2006.09 월","1462.1","965.2","948.8","16.4","496.9","66","1.7","64.9","69.7",
"전라남도","2006.10 월","1461.3","966.2","949.9","16.3","495.1","66.1","1.7","65","69.6",
"전라남도","2006.11 월","1460.3","959.1","945.9","13.2","501.2","65.7","1.4","64.8","69.2",
"전라남도","2006.12 월","1459.3","946.3","929.9","16.4","513","64.8","1.7","63.7","68.5",
"전라남도","2007.01 월","1458.8","943.7","925.4","18.3","515.1","64.7","1.9","63.4","67.8",
"전라남도","2007.02 월","1457.8","933.4","915.1","18.3","524.4","64","2","62.8","67.2",
"전라남도","2007.03 월","1456.9","939.2","922.1","17.1","517.8","64.5","1.8","63.3","67.8",
"전라남도","2007.04 월","1456","962","943.7","18.2","494.1","66.1","1.9","64.8","69.1",
"전라남도","2007.05 월","1455.4","957.2","941.8","15.3","498.2","65.8","1.6","64.7","68.9",
"전라남도","2007.06 월","1454.9","965.2","948.1","17.1","489.7","66.3","1.8","65.2","69.4",
"전라남도","2007.07 월","1454.5","947.7","930.2","17.5","506.8","65.2","1.8","64","68.2",
"전라남도","2007.08 월","1454.4","943.1","927.4","15.7","511.3","64.8","1.7","63.8","68.2",
"전라남도","2007.09 월","1454.4","949.5","934.3","15.1","504.9","65.3","1.6","64.2","68.2",
"전라남도","2007.10 월","1454.5","943.5","927.5","16","511","64.9","1.7","63.8","68.2",
"전라남도","2007.11 월","1454.4","947","931.5","15.5","507.5","65.1","1.6","64","68.5",
"전라남도","2007.12 월","1454.3","945.1","928.7","16.4","509.2","65","1.7","63.9","68.3",
"전라남도","2008.01 월","1454.5","928.9","909.1","19.8","525.6","63.9","2.1","62.5","67",
"전라남도","2008.02 월","1454.4","916.9","891.9","24.9","537.6","63","2.7","61.3","65.9",
"전라남도","2008.03 월","1454.2","937.6","915.2","22.3","516.7","64.5","2.4","62.9","67",
"전라남도","2008.04 월","1454.1","946.4","928","18.4","507.7","65.1","1.9","63.8","68",
"전라남도","2008.05 월","1453.9","959","938.3","20.7","495","66","2.2","64.5","68.6",
"전라남도","2008.06 월","1453.9","953.1","934.4","18.7","500.8","65.6","2","64.3","68.4",
"전라남도","2008.07 월","1454.2","954.9","938.3","16.5","499.3","65.7","1.7","64.5","68.2",
"전라남도","2008.08 월","1454.5","947.1","923.5","23.5","507.4","65.1","2.5","63.5","67.1",
"전라남도","2008.09 월","1454.7","954.3","937.8","16.5","500.4","65.6","1.7","64.5","67.9",
"전라남도","2008.10 월","1454.9","963.1","947.8","15.3","491.8","66.2","1.6","65.1","68.2",
"전라남도","2008.11 월","1455.3","955.8","939.3","16.4","499.6","65.7","1.7","64.5","67.5",
"전라남도","2008.12 월","1455.7","941.9","925.5","16.4","513.8","64.7","1.7","63.6","67.4",
"전라남도","2009.01 월","1456.8","922.8","900.5","22.3","534","63.3","2.4","61.8","65.7",
"전라남도","2009.02 월","1456.9","911.3","891","20.4","545.6","62.6","2.2","61.2","65.1",
"전라남도","2009.03 월","1456.9","928.5","908.4","20.1","528.5","63.7","2.2","62.4","65.7",
"전라남도","2009.04 월","1457.1","955","939","16","502.1","65.5","1.7","64.4","67.4",
"전라남도","2009.05 월","1457.4","972.7","957.8","15","484.7","66.7","1.5","65.7","68.9",
"전라남도","2009.06 월","1457.7","978.6","966","12.6","479.1","67.1","1.3","66.3","69.3",
